user_id,date_served,marketing_channel,variant,language_displayed,language_preferred,age_group,date_subscribed,date_canceled
a100006155,1/3/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006156,1/3/2018,Facebook,personalization,English,English,45-55 years,,
a100006157,1/3/2018,Instagram,personalization,English,English,55+ years,,
a100006158,1/3/2018,Instagram,personalization,English,English,0-18 years,,
a100006159,1/3/2018,Facebook,personalization,English,English,19-24 years,,
a100006160,1/3/2018,Youtube,personalization,English,English,24-30 years,,
a100006161,1/4/2018,Youtube,personalization,English,English,30-36 years,,
a100006162,1/4/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006163,1/4/2018,Facebook,personalization,English,English,45-55 years,,
a100006164,1/4/2018,Instagram,personalization,English,English,55+ years,,
a100006165,1/4/2018,Instagram,personalization,English,English,0-18 years,,
a100006166,1/4/2018,Facebook,personalization,English,English,19-24 years,,
a100006167,1/4/2018,Youtube,personalization,English,English,24-30 years,,
a100006168,1/5/2018,Youtube,personalization,English,English,30-36 years,,
a100006169,1/5/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006170,1/5/2018,Facebook,personalization,English,English,45-55 years,,
a100006171,1/5/2018,Instagram,personalization,English,English,55+ years,,
a100006172,1/5/2018,Instagram,personalization,English,English,0-18 years,,
a100006173,1/5/2018,Facebook,personalization,English,English,19-24 years,,
a100006174,1/5/2018,Youtube,personalization,English,English,24-30 years,,
a100006175,1/6/2018,Youtube,personalization,English,English,30-36 years,,
a100006176,1/6/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006177,1/6/2018,Facebook,personalization,English,English,45-55 years,,
a100006178,1/6/2018,Instagram,personalization,English,English,55+ years,,
a100006179,1/6/2018,Instagram,personalization,English,English,0-18 years,,
a100006180,1/6/2018,Facebook,personalization,English,English,19-24 years,,
a100006181,1/6/2018,Youtube,personalization,English,English,24-30 years,,
a100006182,1/7/2018,Youtube,personalization,English,English,30-36 years,,
a100006183,1/7/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006184,1/7/2018,Facebook,personalization,English,English,45-55 years,,
a100006185,1/7/2018,Instagram,personalization,English,English,55+ years,,
a100006186,1/7/2018,Instagram,personalization,English,English,0-18 years,,
a100006187,1/7/2018,Facebook,personalization,English,English,19-24 years,,
a100006188,1/8/2018,Youtube,personalization,English,English,24-30 years,,
a100006189,1/8/2018,Youtube,personalization,English,English,30-36 years,,
a100006190,1/8/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006191,1/8/2018,Facebook,personalization,English,English,45-55 years,,
a100006192,1/8/2018,Instagram,personalization,English,English,55+ years,,
a100006193,1/8/2018,Instagram,personalization,English,English,0-18 years,,
a100006194,1/8/2018,Facebook,personalization,English,English,19-24 years,,
a100006195,1/9/2018,Youtube,personalization,English,English,24-30 years,,
a100006196,1/9/2018,Youtube,personalization,English,English,30-36 years,,
a100006197,1/9/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006198,1/9/2018,Facebook,personalization,English,English,45-55 years,,
a100006199,1/9/2018,Instagram,personalization,English,English,55+ years,,
a100006200,1/9/2018,Instagram,personalization,English,English,0-18 years,,
a100006201,1/9/2018,Facebook,personalization,English,English,19-24 years,,
a100006202,1/10/2018,Youtube,personalization,English,English,24-30 years,,
a100006203,1/10/2018,Youtube,personalization,English,English,30-36 years,,
a100006204,1/10/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006205,1/10/2018,Facebook,personalization,English,English,45-55 years,,
a100006206,1/10/2018,Instagram,personalization,English,English,55+ years,,
a100006207,1/10/2018,Instagram,personalization,English,English,0-18 years,,
a100006208,1/10/2018,Facebook,personalization,English,English,19-24 years,,
a100006209,1/11/2018,Youtube,personalization,English,English,24-30 years,,
a100006210,1/11/2018,Youtube,personalization,English,English,30-36 years,,
a100006211,1/11/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006212,1/11/2018,Facebook,personalization,English,English,45-55 years,,
a100006213,1/11/2018,Instagram,personalization,English,English,55+ years,,
a100006214,1/11/2018,Instagram,personalization,English,English,0-18 years,,
a100006215,1/11/2018,Facebook,personalization,English,English,19-24 years,,
a100006216,1/12/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006217,1/12/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006218,1/12/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006219,1/12/2018,Facebook,personalization,English,English,45-55 years,,
a100006220,1/12/2018,Instagram,personalization,English,English,55+ years,,
a100006221,1/12/2018,Instagram,personalization,English,English,0-18 years,,
a100006222,1/12/2018,Facebook,personalization,English,English,19-24 years,,
a100006223,1/13/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006224,1/13/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006225,1/13/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006226,1/13/2018,Facebook,personalization,English,English,45-55 years,,
a100006227,1/13/2018,Instagram,personalization,English,English,55+ years,,
a100006228,1/13/2018,Instagram,personalization,English,English,0-18 years,,
a100006229,1/13/2018,Facebook,personalization,English,English,19-24 years,,
a100006230,1/14/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006231,1/14/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006232,1/14/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006233,1/14/2018,Facebook,personalization,English,English,45-55 years,,
a100006234,1/14/2018,Instagram,personalization,English,English,55+ years,,
a100006235,1/14/2018,Instagram,personalization,English,English,0-18 years,,
a100006236,1/14/2018,Facebook,personalization,English,English,19-24 years,,
a100006237,1/15/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006238,1/15/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006239,1/15/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006240,1/15/2018,Facebook,personalization,English,English,45-55 years,,
a100006241,1/15/2018,Instagram,personalization,English,English,55+ years,,
a100006242,1/15/2018,Instagram,personalization,English,English,0-18 years,,
a100006243,1/15/2018,Facebook,personalization,English,English,19-24 years,,
a100006244,1/16/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006245,1/16/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006246,1/16/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006247,1/16/2018,Facebook,personalization,English,English,45-55 years,,
a100006248,1/16/2018,Instagram,personalization,English,English,55+ years,,
a100006249,1/16/2018,Instagram,personalization,English,English,0-18 years,,
a100006250,1/16/2018,Facebook,personalization,English,English,19-24 years,,
a100006251,1/17/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006252,1/17/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006253,1/17/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006254,1/17/2018,Facebook,personalization,English,English,45-55 years,,
a100006255,1/17/2018,Instagram,personalization,English,English,55+ years,,
a100006256,1/17/2018,Instagram,personalization,English,English,0-18 years,,
a100006257,1/17/2018,Facebook,personalization,English,English,19-24 years,,
a100006258,1/18/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006259,1/18/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006260,1/18/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006261,1/18/2018,Facebook,personalization,English,English,45-55 years,,
a100006262,1/18/2018,Instagram,personalization,English,English,55+ years,,
a100006263,1/18/2018,Instagram,personalization,English,English,0-18 years,,
a100006264,1/18/2018,Facebook,personalization,English,English,19-24 years,,
a100006265,1/19/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006266,1/19/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006267,1/19/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006268,1/19/2018,Facebook,personalization,English,English,45-55 years,,
a100006269,1/19/2018,Instagram,personalization,English,English,55+ years,,
a100006270,1/19/2018,Instagram,personalization,English,English,0-18 years,,
a100006271,1/19/2018,Facebook,personalization,English,English,19-24 years,,
a100006272,1/20/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006273,1/20/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006274,1/20/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006275,1/20/2018,Facebook,personalization,English,English,45-55 years,,
a100006276,1/20/2018,Instagram,personalization,English,English,55+ years,,
a100006277,1/20/2018,Instagram,personalization,English,English,0-18 years,,
a100006278,1/20/2018,Facebook,personalization,English,English,19-24 years,,
a100006279,1/21/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006280,1/21/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006281,1/21/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006282,1/26/2018,Facebook,personalization,English,English,45-55 years,,
a100006283,1/26/2018,Instagram,personalization,English,English,55+ years,,
a100006284,1/27/2018,Instagram,personalization,English,English,0-18 years,,
a100006285,1/27/2018,Facebook,personalization,English,English,19-24 years,,
a100006286,1/27/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006287,1/27/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006288,1/27/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006289,1/27/2018,Facebook,personalization,English,English,45-55 years,,
a100006290,1/27/2018,Instagram,personalization,English,English,55+ years,,
a100006291,1/28/2018,Instagram,personalization,English,English,0-18 years,,
a100006292,1/28/2018,Facebook,personalization,English,English,19-24 years,,
a100006293,1/28/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006294,1/28/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006295,1/28/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006296,1/28/2018,Facebook,personalization,English,English,45-55 years,,
a100006297,1/28/2018,Instagram,personalization,English,English,55+ years,,
a100006298,1/29/2018,Instagram,personalization,English,English,0-18 years,,
a100006299,1/29/2018,Facebook,personalization,English,English,19-24 years,,
a100006300,1/29/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006301,1/29/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006302,1/29/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006303,1/29/2018,Facebook,personalization,English,English,45-55 years,,
a100006304,1/29/2018,Instagram,personalization,English,English,55+ years,,
a100006305,1/30/2018,Instagram,personalization,English,English,0-18 years,,
a100006306,1/30/2018,Facebook,personalization,English,English,19-24 years,,
a100006307,1/30/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006308,1/30/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006309,1/30/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006310,1/30/2018,Facebook,personalization,English,English,45-55 years,,
a100006311,1/30/2018,Instagram,personalization,English,English,55+ years,,
a100006312,1/31/2018,Instagram,personalization,English,English,0-18 years,,
a100006313,1/31/2018,Facebook,personalization,English,English,19-24 years,,
a100006314,1/31/2018,Youtube,personalization,English,Spanish,24-30 years,,
a100006315,1/31/2018,Youtube,personalization,English,Spanish,30-36 years,,
a100006316,1/31/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006317,1/31/2018,Facebook,personalization,English,English,45-55 years,,
a100006318,1/31/2018,Instagram,personalization,English,English,55+ years,,
a100006319,1/1/2018,Instagram,personalization,English,English,0-18 years,,
a100006320,1/1/2018,Facebook,personalization,English,English,19-24 years,,
a100006323,1/1/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006324,1/1/2018,Facebook,personalization,English,English,45-55 years,,
a100006325,1/1/2018,Instagram,personalization,English,English,55+ years,,
a100006326,1/2/2018,Instagram,personalization,English,English,0-18 years,,
a100006327,1/2/2018,Facebook,personalization,English,English,19-24 years,,
a100006328,1/2/2018,Youtube,personalization,Spanish,Spanish,24-30 years,,
a100006330,1/2/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006331,1/2/2018,Facebook,personalization,English,English,45-55 years,,
a100006332,1/2/2018,Instagram,personalization,English,English,55+ years,,
a100006333,1/3/2018,Instagram,personalization,English,English,0-18 years,,
a100006334,1/3/2018,Facebook,personalization,English,English,19-24 years,,
a100006335,1/3/2018,Youtube,personalization,Spanish,Spanish,24-30 years,,
a100006336,1/3/2018,Youtube,personalization,English,English,30-36 years,,
a100006337,1/3/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006338,1/3/2018,Facebook,personalization,English,English,45-55 years,,
a100006339,1/3/2018,Instagram,personalization,English,English,55+ years,,
a100006340,1/4/2018,Instagram,personalization,English,English,0-18 years,,
a100006341,1/4/2018,Facebook,personalization,English,English,19-24 years,,
a100006342,1/4/2018,Youtube,personalization,English,English,24-30 years,,
a100006343,1/4/2018,Youtube,personalization,Spanish,Spanish,30-36 years,,
a100006344,1/4/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006345,1/4/2018,Facebook,personalization,English,English,45-55 years,,
a100006346,1/4/2018,Instagram,personalization,English,English,55+ years,,
a100006347,1/5/2018,Instagram,personalization,English,English,0-18 years,,
a100006348,1/5/2018,Facebook,personalization,English,English,19-24 years,,
a100006349,1/5/2018,Youtube,personalization,Spanish,Spanish,24-30 years,,
a100006350,1/5/2018,Youtube,personalization,English,English,30-36 years,,
a100006351,1/5/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006352,1/5/2018,Facebook,personalization,English,English,45-55 years,,
a100006353,1/5/2018,Instagram,personalization,English,English,55+ years,,
a100006354,1/6/2018,Instagram,personalization,English,English,0-18 years,,
a100006355,1/6/2018,Facebook,personalization,English,English,19-24 years,,
a100006356,1/6/2018,Youtube,personalization,English,English,24-30 years,,
a100006357,1/6/2018,Youtube,personalization,English,English,30-36 years,,
a100006358,1/6/2018,Youtube,personalization,Spanish,Spanish,36-45 years,,
a100006359,1/6/2018,LinkedIn,personalization,English,English,45-55 years,,
a100006360,1/6/2018,Facebook,personalization,English,English,55+ years,,
a100006361,1/7/2018,Instagram,personalization,English,English,0-18 years,,
a100006362,1/7/2018,Instagram,personalization,English,English,19-24 years,,
a100006363,1/7/2018,Facebook,personalization,English,English,24-30 years,,
a100006364,1/7/2018,Youtube,personalization,English,English,30-36 years,,
a100006365,1/7/2018,Youtube,personalization,Spanish,Spanish,36-45 years,,
a100006366,1/7/2018,Youtube,personalization,Spanish,Spanish,45-55 years,,
a100006367,1/8/2018,LinkedIn,personalization,English,English,55+ years,,
a100006368,1/8/2018,Facebook,personalization,English,English,0-18 years,,
a100006369,1/8/2018,Instagram,personalization,English,English,19-24 years,,
a100006370,1/8/2018,Instagram,personalization,English,English,24-30 years,,
a100006371,1/8/2018,Facebook,personalization,English,English,30-36 years,,
a100006372,1/8/2018,Youtube,personalization,English,English,36-45 years,,
a100006373,1/8/2018,Youtube,personalization,English,English,45-55 years,,
a100006374,1/9/2018,Youtube,personalization,Spanish,Spanish,55+ years,,
a100006375,1/9/2018,LinkedIn,personalization,English,English,0-18 years,,
a100006376,1/9/2018,Facebook,personalization,English,English,19-24 years,,
a100006377,1/9/2018,Instagram,personalization,English,English,24-30 years,,
a100006378,1/9/2018,Instagram,personalization,English,English,30-36 years,,
a100006379,1/9/2018,Facebook,personalization,English,English,36-45 years,,
a100006380,1/9/2018,Youtube,personalization,English,English,45-55 years,,
a100006381,1/10/2018,Youtube,personalization,Spanish,Spanish,55+ years,,
a100006382,1/10/2018,Youtube,personalization,English,English,0-18 years,,
a100006383,1/10/2018,LinkedIn,personalization,English,English,19-24 years,,
a100006384,1/10/2018,Facebook,personalization,English,English,24-30 years,,
a100006385,1/10/2018,Instagram,personalization,English,English,30-36 years,,
a100006386,1/10/2018,Instagram,personalization,English,English,36-45 years,,
a100006387,1/10/2018,Facebook,personalization,English,English,45-55 years,,
a100006388,1/11/2018,Youtube,personalization,English,Arabic,55+ years,,
a100006389,1/11/2018,Youtube,personalization,English,Arabic,0-18 years,,
a100006390,1/11/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006391,1/11/2018,LinkedIn,personalization,English,English,24-30 years,,
a100006392,1/11/2018,Facebook,personalization,English,English,30-36 years,,
a100006393,1/11/2018,Instagram,personalization,English,English,36-45 years,,
a100006394,1/11/2018,Instagram,personalization,English,English,45-55 years,,
a100006395,1/12/2018,Facebook,personalization,English,English,55+ years,,
a100006396,1/12/2018,Youtube,personalization,English,Arabic,0-18 years,,
a100006397,1/12/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006398,1/12/2018,Youtube,personalization,English,Arabic,24-30 years,,
a100006399,1/12/2018,LinkedIn,personalization,English,English,30-36 years,,
a100006400,1/12/2018,Facebook,personalization,English,English,36-45 years,,
a100006401,1/12/2018,Instagram,personalization,English,English,45-55 years,,
a100006402,1/13/2018,Instagram,personalization,English,English,55+ years,,
a100006403,1/13/2018,Facebook,personalization,English,English,0-18 years,,
a100006404,1/13/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006405,1/13/2018,Youtube,personalization,English,Arabic,24-30 years,,
a100006406,1/13/2018,Youtube,personalization,English,Arabic,30-36 years,,
a100006407,1/13/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006408,1/13/2018,Facebook,personalization,English,English,45-55 years,,
a100006409,1/14/2018,Instagram,personalization,English,English,55+ years,,
a100006410,1/14/2018,Instagram,personalization,English,English,0-18 years,,
a100006411,1/14/2018,Facebook,personalization,English,English,19-24 years,,
a100006412,1/14/2018,Youtube,personalization,English,English,24-30 years,,
a100006413,1/14/2018,Youtube,personalization,English,English,30-36 years,,
a100006414,1/14/2018,Youtube,personalization,English,English,36-45 years,,
a100006415,1/14/2018,LinkedIn,personalization,English,English,45-55 years,,
a100006416,1/15/2018,Facebook,personalization,English,English,55+ years,,
a100006417,1/15/2018,Instagram,personalization,English,English,0-18 years,,
a100006418,1/15/2018,Instagram,personalization,English,English,19-24 years,,
a100006419,1/15/2018,Facebook,personalization,English,English,24-30 years,,
a100006420,1/15/2018,Youtube,personalization,English,English,30-36 years,,
a100006421,1/15/2018,Youtube,personalization,English,English,36-45 years,,
a100006422,1/15/2018,Youtube,personalization,English,English,45-55 years,,
a100006423,1/16/2018,LinkedIn,personalization,English,English,55+ years,,
a100006424,1/16/2018,Facebook,personalization,English,English,0-18 years,,
a100006425,1/16/2018,Instagram,personalization,English,English,19-24 years,,
a100006426,1/16/2018,Instagram,personalization,English,English,24-30 years,,
a100006427,1/23/2018,Youtube,personalization,English,English,24-30 years,,
a100006428,1/16/2018,Facebook,personalization,English,English,30-36 years,,
a100006429,1/24/2018,Youtube,personalization,English,English,30-36 years,,
a100006430,1/16/2018,Youtube,personalization,English,English,36-45 years,,
a100006431,1/25/2018,Youtube,personalization,English,English,36-45 years,,
a100006432,1/16/2018,Youtube,personalization,English,Arabic,45-55 years,,
a100006433,1/26/2018,Youtube,personalization,English,Arabic,45-55 years,,
a100006434,1/17/2018,Youtube,personalization,English,Arabic,55+ years,,
a100006435,1/27/2018,Youtube,personalization,English,Arabic,55+ years,,
a100006436,1/17/2018,LinkedIn,personalization,English,English,0-18 years,,
a100006437,1/28/2018,Youtube,personalization,English,English,0-18 years,,
a100006438,1/17/2018,Facebook,personalization,English,English,19-24 years,,
a100006439,1/29/2018,Youtube,personalization,English,English,19-24 years,,
a100006440,1/17/2018,Instagram,personalization,English,English,24-30 years,,
a100006441,1/30/2018,Youtube,personalization,English,English,24-30 years,,
a100006442,1/17/2018,Instagram,personalization,English,English,30-36 years,,
a100006443,1/31/2018,Youtube,personalization,English,English,30-36 years,,
a100006444,1/17/2018,Facebook,personalization,English,English,36-45 years,,
a100006445,1/23/2018,Youtube,personalization,English,English,36-45 years,,
a100006446,1/17/2018,Youtube,personalization,English,English,45-55 years,,
a100006447,1/24/2018,Youtube,personalization,English,English,45-55 years,,
a100006448,1/18/2018,Youtube,personalization,English,Arabic,55+ years,,
a100006449,1/25/2018,Youtube,personalization,English,Arabic,55+ years,,
a100006450,1/18/2018,Youtube,personalization,English,Arabic,0-18 years,,
a100006451,1/26/2018,Youtube,personalization,English,Arabic,0-18 years,,
a100006452,1/18/2018,LinkedIn,personalization,English,English,19-24 years,,
a100006453,1/27/2018,Youtube,personalization,English,English,19-24 years,,
a100006454,1/18/2018,Facebook,personalization,English,English,24-30 years,,
a100006455,1/28/2018,Youtube,personalization,English,English,24-30 years,,
a100006456,1/18/2018,Instagram,personalization,English,English,30-36 years,,
a100006457,1/29/2018,Youtube,personalization,English,English,30-36 years,,
a100006458,1/18/2018,Instagram,personalization,English,English,36-45 years,,
a100006459,1/30/2018,Youtube,personalization,English,English,36-45 years,,
a100006460,1/18/2018,Facebook,personalization,English,English,45-55 years,,
a100006461,1/31/2018,Youtube,personalization,English,English,45-55 years,,
a100006462,1/19/2018,Youtube,personalization,English,English,55+ years,,
a100006463,1/23/2018,Youtube,personalization,English,English,55+ years,,
a100006464,1/19/2018,Youtube,personalization,English,Arabic,0-18 years,,
a100006465,1/24/2018,Youtube,personalization,English,Arabic,0-18 years,,
a100006466,1/19/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006467,1/25/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006468,1/19/2018,LinkedIn,personalization,English,English,24-30 years,,
a100006469,1/26/2018,Youtube,personalization,English,English,24-30 years,,
a100006470,1/19/2018,Facebook,personalization,English,English,30-36 years,,
a100006471,1/27/2018,Youtube,personalization,English,English,30-36 years,,
a100006472,1/19/2018,Instagram,personalization,English,English,36-45 years,,
a100006473,1/28/2018,Youtube,personalization,English,English,36-45 years,,
a100006474,1/19/2018,Instagram,personalization,English,English,45-55 years,,
a100006475,1/29/2018,Youtube,personalization,English,English,45-55 years,,
a100006476,1/20/2018,Facebook,personalization,English,English,55+ years,,
a100006477,1/30/2018,Youtube,personalization,English,English,55+ years,,
a100006478,1/20/2018,Youtube,personalization,English,English,0-18 years,,
a100006479,1/31/2018,Youtube,personalization,English,English,0-18 years,,
a100006480,1/20/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006481,1/23/2018,Youtube,personalization,English,Arabic,19-24 years,,
a100006482,1/20/2018,Youtube,personalization,English,Arabic,24-30 years,,
a100006483,1/24/2018,Youtube,personalization,English,Arabic,24-30 years,,
a100006484,1/20/2018,LinkedIn,personalization,English,English,30-36 years,,
a100006485,1/25/2018,Youtube,personalization,English,English,30-36 years,,
a100006486,1/20/2018,Facebook,personalization,English,English,36-45 years,,
a100006487,1/26/2018,Youtube,personalization,English,English,36-45 years,,
a100006488,1/20/2018,Instagram,personalization,English,English,45-55 years,,
a100006489,1/27/2018,Youtube,personalization,English,English,45-55 years,,
a100006490,1/21/2018,Instagram,personalization,English,English,55+ years,,
a100006491,1/28/2018,Youtube,personalization,English,English,55+ years,,
a100006492,1/21/2018,Facebook,personalization,English,English,0-18 years,,
a100006493,1/29/2018,Youtube,personalization,English,English,0-18 years,,
a100006494,1/21/2018,Youtube,personalization,English,English,19-24 years,,
a100006495,1/30/2018,Youtube,personalization,English,English,19-24 years,,
a100006496,1/26/2018,Youtube,personalization,English,Arabic,24-30 years,,
a100006498,1/26/2018,Youtube,personalization,English,Arabic,30-36 years,,
a100006500,1/27/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006501,1/1/2018,Facebook,personalization,English,English,36-45 years,,
a100006502,1/27/2018,Facebook,personalization,English,English,45-55 years,,
a100006503,1/1/2018,Instagram,personalization,English,English,45-55 years,,
a100006504,1/27/2018,Instagram,personalization,English,English,55+ years,,
a100006505,1/1/2018,Facebook,personalization,English,English,55+ years,,
a100006506,1/27/2018,Instagram,personalization,English,English,0-18 years,,
a100006507,1/1/2018,Instagram,personalization,English,English,0-18 years,,
a100006508,1/27/2018,Facebook,personalization,English,English,19-24 years,,
a100006509,1/1/2018,Facebook,personalization,English,English,19-24 years,,
a100006510,1/27/2018,Youtube,personalization,English,English,24-30 years,,
a100006511,1/1/2018,Instagram,personalization,English,English,24-30 years,,
a100006512,1/27/2018,Youtube,personalization,English,Arabic,30-36 years,,
a100006514,1/28/2018,Youtube,personalization,English,Arabic,36-45 years,,
a100006516,1/28/2018,LinkedIn,personalization,English,English,45-55 years,,
a100006517,1/4/2018,Facebook,personalization,English,English,45-55 years,,
a100006518,1/28/2018,Facebook,personalization,English,English,55+ years,,
a100006519,1/5/2018,Instagram,personalization,English,English,55+ years,,
a100006520,1/28/2018,Instagram,personalization,English,English,0-18 years,,
a100006521,1/6/2018,Facebook,personalization,English,English,0-18 years,,
a100006522,1/28/2018,Instagram,personalization,English,English,19-24 years,,
a100006523,1/7/2018,Instagram,personalization,English,English,19-24 years,,
a100006524,1/28/2018,Facebook,personalization,English,English,24-30 years,,
a100006525,1/8/2018,Facebook,personalization,English,English,24-30 years,,
a100006526,1/28/2018,Youtube,personalization,English,English,30-36 years,,
a100006527,1/9/2018,Instagram,personalization,English,English,30-36 years,,
a100006528,1/29/2018,Youtube,personalization,English,Arabic,36-45 years,,
a100006530,1/29/2018,Youtube,personalization,English,Arabic,45-55 years,,
a100006532,1/29/2018,LinkedIn,personalization,English,English,55+ years,,
a100006533,1/12/2018,Facebook,personalization,English,English,55+ years,,
a100006534,1/29/2018,Facebook,personalization,English,English,0-18 years,,
a100006535,1/13/2018,Instagram,personalization,English,English,0-18 years,,
a100006536,1/29/2018,Instagram,personalization,English,English,19-24 years,,
a100006537,1/14/2018,Facebook,personalization,English,English,19-24 years,,
a100006538,1/29/2018,Instagram,personalization,English,English,24-30 years,,
a100006539,1/15/2018,Instagram,personalization,English,English,24-30 years,,
a100006540,1/29/2018,Facebook,personalization,English,English,30-36 years,,
a100006541,1/16/2018,Facebook,personalization,English,English,30-36 years,,
a100006542,1/30/2018,Youtube,personalization,English,Arabic,36-45 years,,
a100006544,1/30/2018,Youtube,personalization,English,Arabic,45-55 years,,
a100006546,1/30/2018,Youtube,personalization,English,English,55+ years,,
a100006547,1/19/2018,Instagram,personalization,English,English,55+ years,,
a100006548,1/30/2018,LinkedIn,personalization,English,English,0-18 years,,
a100006549,1/20/2018,Facebook,personalization,English,English,0-18 years,,
a100006550,1/30/2018,Facebook,personalization,English,English,19-24 years,,
a100006551,1/21/2018,Instagram,personalization,English,English,19-24 years,,
a100006552,1/30/2018,Instagram,personalization,English,English,24-30 years,,
a100006553,1/22/2018,Facebook,personalization,English,English,24-30 years,,
a100006554,1/30/2018,Instagram,personalization,English,English,30-36 years,,
a100006555,1/23/2018,Instagram,personalization,English,English,30-36 years,,
a100006556,1/31/2018,Facebook,personalization,English,English,36-45 years,,
a100006557,1/24/2018,Facebook,personalization,English,English,36-45 years,,
a100006558,1/31/2018,Youtube,personalization,English,Arabic,45-55 years,,
a100006560,1/31/2018,Youtube,personalization,English,Arabic,55+ years,,
a100006562,1/31/2018,Youtube,personalization,English,English,0-18 years,,
a100006563,1/27/2018,Instagram,personalization,English,English,0-18 years,,
a100006564,1/31/2018,LinkedIn,personalization,English,English,19-24 years,,
a100006565,1/28/2018,Facebook,personalization,English,English,19-24 years,,
a100006566,1/31/2018,Facebook,personalization,English,English,24-30 years,,
a100006567,1/29/2018,Instagram,personalization,English,English,24-30 years,,
a100006568,1/31/2018,Instagram,personalization,English,English,30-36 years,,
a100006569,1/30/2018,Facebook,personalization,English,English,30-36 years,,
a100006570,1/1/2018,Instagram,personalization,English,English,36-45 years,,
a100006571,1/31/2018,Instagram,personalization,English,English,36-45 years,,
a100006572,1/1/2018,Facebook,personalization,English,English,45-55 years,,
a100006573,1/6/2018,Facebook,personalization,English,English,45-55 years,,
a100006574,1/1/2018,Youtube,personalization,English,English,55+ years,,
a100006575,1/7/2018,Instagram,personalization,English,English,55+ years,,
a100006576,1/1/2018,Youtube,personalization,English,English,0-18 years,,
a100006577,1/8/2018,Facebook,personalization,English,English,0-18 years,,
a100006578,1/1/2018,Youtube,personalization,English,English,19-24 years,,
a100006579,1/9/2018,LinkedIn,personalization,English,English,19-24 years,,
a100006580,1/1/2018,LinkedIn,personalization,English,English,24-30 years,,
a100006581,1/10/2018,Email,personalization,English,English,24-30 years,,
